"sub","game","version","sum","mean.up","mean.rt","median.rt","mean.switch","mean.payoff","prop","count.trial","flag.trial","flag.variance","flag.switch.0","flag.switch.1","flag.ns","slope.lottery","flag.slopes","flag.lottery","Gender","Age","age.cat"
"7312348","coordination","ver1",8,0.533333333333333,1433.75999990781,1329.97099985695,0.357142857142857,10.263829787234,0.533333333333333,15,0,0,"0","0","0",-0.564553387240741,"0","0","F",12,"Adolescents"
"7312348","lottery","ver1",10,0.666666666666667,2193.84039992371,1625.23199995232,0.714285714285714,8.26666666666667,0.666666666666667,15,0,0,"0","0","0",-0.564553387240741,"0","0","F",12,"Adolescents"
"7312349","competition","ver1",6,0.4,1123.52473330472,720.136999952316,0.357142857142857,8.21276595744681,0.4,15,0,0,"0","0","0",-0.72311920290226,"0","0","F",12,"Adolescents"
"7312349","coordination","ver1",9,0.6,1945.01759995867,1385.91499999999,0.571428571428571,8.43262411347518,0.6,15,0,0,"0","0","0",-0.72311920290226,"0","0","F",12,"Adolescents"
"7312349","lottery","ver1",5,0.333333333333333,3742.31133327293,2136.65299995232,0.571428571428571,8.5,0.333333333333333,15,0,0,"0","0","0",-0.72311920290226,"0","0","F",12,"Adolescents"
"7312350","competition","ver1",0,0,1516.71166707357,1027.32900076293,0,8,0,15,0,1,"0","0","0",-3.90534987008247,"0","0","F",12,"Adolescents"
"7312350","coordination","ver1",0,0,2130.33440041962,1504.32400076295,0,8,0,15,0,1,"0","0","0",-3.90534987008247,"0","0","F",12,"Adolescents"
"7312350","lottery","ver1",8,0.533333333333333,3436.50100036875,3194.60599999999,0.0714285714285714,9.6,0.533333333333333,15,0,0,"0","0","0",-3.90534987008247,"0","0","F",12,"Adolescents"
"7312351","competition","ver1",0,0,1446.85313331426,1245.72799996423,0,8,0,15,0,1,"0","0","0",0.118278822285802,"1","1","F",12,"Adolescents"
"7312351","coordination","ver1",1,0.0666666666666667,1903.03226665872,1673.326,0.142857142857143,8.65390070921986,0.0666666666666667,15,0,0,"0","0","0",0.118278822285802,"1","1","F",12,"Adolescents"
"7312351","lottery","ver1",1,0.0666666666666667,1439.45726664998,1243.841,0.142857142857143,7.83333333333333,0.0666666666666667,15,0,0,"0","0","0",0.118278822285802,"1","1","F",12,"Adolescents"
"7312353","competition","ver1",8,0.533333333333333,1533.92313335877,1492.90400000001,0.5,8.68120567375887,0.533333333333333,15,0,0,"0","0","0",-0.72311920290226,"0","0","F",12,"Adolescents"
"7312353","coordination","ver1",5,0.333333333333333,3139.76126668892,3273.922,0.214285714285714,8.47553191489362,0.333333333333333,15,0,0,"0","0","0",-0.72311920290226,"0","0","F",12,"Adolescents"
"7312353","lottery","ver1",5,0.333333333333333,2458.26286666667,2481.67399990463,0.428571428571429,8.5,0.333333333333333,15,0,0,"0","0","0",-0.72311920290226,"0","0","F",12,"Adolescents"
"7312354","competition","ver1",6,0.4,2928.9364666913,3071.01800002384,0.5,8.05460992907801,0.4,15,0,0,"0","0","0",0.382127579277085,"1","1","F",12,"Adolescents"
"7312354","coordination","ver1",5,0.333333333333333,1272.45413335717,1085.00800002384,0.357142857142857,9.66879432624114,0.333333333333333,15,0,0,"0","0","0",0.382127579277085,"1","1","F",12,"Adolescents"
"7312354","lottery","ver1",5,0.333333333333333,1595.60860002384,1271.26400000001,0.5,7.43333333333333,0.333333333333333,15,0,0,"0","0","0",0.382127579277085,"1","1","F",12,"Adolescents"
"7312355","competition","ver1",14,0.933333333333333,3041.4,1715,0.142857142857143,8.58829787234043,0.933333333333333,15,0,0,"0","0","0",-0.750864883895818,"0","0","M",13,"Adolescents"
"7312355","coordination","ver1",9,0.6,1213.6,1184,0.428571428571429,8.63758865248227,0.6,15,0,0,"0","0","0",-0.750864883895818,"0","0","M",13,"Adolescents"
"7312355","lottery","ver1",11,0.733333333333333,964.933333333333,817,0.428571428571429,8.36666666666667,0.733333333333333,15,0,0,"0","0","0",-0.750864883895818,"0","0","M",13,"Adolescents"
"7312356","competition","ver1",8,0.533333333333333,1876.4,1234,0.571428571428571,8.32127659574468,0.533333333333333,15,0,0,"0","0","0",-0.169886634427472,"0","0","M",14,"Adolescents"
"7312356","coordination","ver1",8,0.533333333333333,1947.93333333333,1168,0.642857142857143,6.80921985815603,0.533333333333333,15,0,0,"0","0","0",-0.169886634427472,"0","0","M",14,"Adolescents"
"7312356","lottery","ver1",8,0.533333333333333,1748.86666666667,1149,0.5,7.93333333333333,0.533333333333333,15,0,0,"0","0","0",-0.169886634427472,"0","0","M",14,"Adolescents"
"7312357","competition","ver1",7,0.466666666666667,1669.6,1405,0.5,8.99078014184397,0.466666666666667,15,0,0,"0","0","0",-1.21667465304232,"0","0","F",12,"Adolescents"
"7312357","coordination","ver1",15,1,1316.2,1100,0,7.37234042553191,1,15,0,1,"0","0","0",-1.21667465304232,"0","0","F",12,"Adolescents"
"7312357","lottery","ver1",11,0.733333333333333,1986.33333333333,1483,0.285714285714286,8.7,0.733333333333333,15,0,0,"0","0","0",-1.21667465304232,"0","0","F",12,"Adolescents"
"7312358","competition","ver1",7,0.466666666666667,3284.16413340009,2555.52800014305,0.0714285714285714,9.1758865248227,0.466666666666667,15,0,0,"0","0","0",-4.20240728470748,"0","0","F",12,"Adolescents"
"7312358","coordination","ver1",6,0.4,1702.78100010173,1383.06600009536,0.0714285714285714,10.9191489361702,0.4,15,0,0,"0","0","0",-4.20240728470748,"0","0","F",12,"Adolescents"
"7312358","lottery","ver1",6,0.4,1844.90906677475,1492.05500009537,0.0714285714285714,9.6,0.4,15,0,0,"0","0","0",-4.20240728470748,"0","0","F",12,"Adolescents"
"7312366","competition","ver1",6,0.4,3098.54653309174,3098.11599961853,0.357142857142857,8.19574468085106,0.4,15,0,0,"0","0","0",-2.67936029127502,"0","0","F",12,"Adolescents"
"7312366","coordination","ver1",9,0.6,1557.33413323161,1402.68500019073,0.214285714285714,10.5049645390071,0.6,15,0,0,"0","0","0",-2.67936029127502,"0","0","F",12,"Adolescents"
"7312366","lottery","ver1",7,0.466666666666667,1705.64413315531,1536.08499961853,0.214285714285714,9.43333333333333,0.466666666666667,15,0,0,"0","0","0",-2.67936029127502,"0","0","F",12,"Adolescents"
"7312367","competition","ver1",10,0.666666666666667,1813.8,1567,0.357142857142857,9.02624113475177,0.666666666666667,15,0,0,"0","0","0",-4.20240728470748,"0","0","M",13,"Adolescents"
"7312367","coordination","ver1",8,0.533333333333333,2121.53333333333,1868,0.214285714285714,10.7780141843972,0.533333333333333,15,0,0,"0","0","0",-4.20240728470748,"0","0","M",13,"Adolescents"
"7312367","lottery","ver1",6,0.4,1502.06666666667,1404,0.0714285714285714,9.6,0.4,15,0,0,"0","0","0",-4.20240728470748,"0","0","M",13,"Adolescents"
"7312430","competition","ver1",5,0.333333333333333,1355.7622666611,1177.32699998212,0.428571428571429,8.61170212765957,0.333333333333333,15,0,0,"0","0","0",-2.62819903845132,"0","0","M",12,"Adolescents"
"7312430","coordination","ver1",7,0.466666666666667,2563.57246665951,2385.67399999404,0.571428571428571,8.5790780141844,0.466666666666667,15,0,0,"0","0","0",-2.62819903845132,"0","0","M",12,"Adolescents"
"7312430","lottery","ver1",6,0.4,1291.04606665951,1040.02000000596,0.214285714285714,9.4,0.4,15,0,0,"0","0","0",-2.62819903845132,"0","0","M",12,"Adolescents"
"7312431","competition","ver1",7,0.466666666666667,1060.0147333532,1006.736,0.357142857142857,8.82269503546099,0.466666666666667,15,0,0,"0","0","0",-1.01719828167642,"0","0","M",12,"Adolescents"
"7312431","coordination","ver1",8,0.533333333333333,1299.79846668892,1236.41099999999,0.214285714285714,10.6847517730496,0.533333333333333,15,0,0,"0","0","0",-1.01719828167642,"0","0","M",12,"Adolescents"
"7312431","lottery","ver1",9,0.6,1898.15613336353,1396.37400004768,0.285714285714286,8.7,0.6,15,0,0,"0","0","0",-1.01719828167642,"0","0","M",12,"Adolescents"
"7312432","competition","ver1",8,0.533333333333333,1795.53333333333,1366,0.0714285714285714,9.23829787234042,0.533333333333333,15,0,0,"0","0","0",-1.9298966290503,"0","0","F",12,"Adolescents"
"7312432","coordination","ver1",8,0.533333333333333,1884.26666666667,1534,0.357142857142857,9.88049645390071,0.533333333333333,15,0,0,"0","0","0",-1.9298966290503,"0","0","F",12,"Adolescents"
"7312432","lottery","ver1",7,0.466666666666667,1582.66666666667,1301,0.357142857142857,9.23333333333333,0.466666666666667,15,0,0,"0","0","0",-1.9298966290503,"0","0","F",12,"Adolescents"
"7312433","competition","ver1",5,0.333333333333333,1261.26666666667,878,0.571428571428571,8.29326241134752,0.333333333333333,15,0,0,"0","0","0",0.52240816806191,"1","1","F",13,"Adolescents"
"7312433","coordination","ver1",4,0.266666666666667,2005.86666666667,1601,0.571428571428571,8.66312056737589,0.266666666666667,15,0,0,"0","0","0",0.52240816806191,"1","1","F",13,"Adolescents"
"7312433","lottery","ver1",5,0.333333333333333,987.6,748,0.642857142857143,7.3,0.333333333333333,15,0,0,"0","0","0",0.52240816806191,"1","1","F",13,"Adolescents"
"7312434","competition","ver1",6,0.4,1666.66879974569,1484.29800019074,0.5,8.68794326241135,0.4,15,0,0,"0","0","0",-1.74358514691271,"0","0","M",13,"Adolescents"
"7312434","coordination","ver1",8,0.533333333333333,1657.46773318074,1043.74299961852,0.642857142857143,7.97021276595745,0.533333333333333,15,0,0,"0","0","0",-1.74358514691271,"0","0","M",13,"Adolescents"
"7312434","lottery","ver1",5,0.333333333333333,2347.94939982198,1580.64599961853,0.357142857142857,9.1,0.333333333333333,15,0,0,"0","0","0",-1.74358514691271,"0","0","M",13,"Adolescents"
"7312435","competition","ver1",4,0.266666666666667,3250.4,2934,0.357142857142857,7.99929078014184,0.266666666666667,15,0,0,"0","0","0",-1.11482252952518,"0","0","F",13,"Adolescents"
"7312435","coordination","ver1",6,0.4,2079.2,1466,0.5,9.72872340425532,0.4,15,0,0,"0","0","0",-1.11482252952518,"0","0","F",13,"Adolescents"
"7312435","lottery","ver1",4,0.285714285714286,2090.5,1775,0.230769230769231,8.71428571428571,0.266666666666667,14,1,0,"0","0","0",-1.11482252952518,"0","0","F",13,"Adolescents"
"7312436","competition","ver1",7,0.466666666666667,1277.86666666667,1217,0.5,8.28191489361702,0.466666666666667,15,0,0,"0","0","0",1.36050089730998,"1","1","F",13,"Adolescents"
"7312436","coordination","ver1",5,0.333333333333333,2676.86666666667,2499,0.5,8.29397163120567,0.333333333333333,15,0,0,"0","0","0",1.36050089730998,"1","1","F",13,"Adolescents"
"7312436","lottery","ver1",6,0.4,1440.73333333333,1302,0.5,6.6,0.4,15,0,0,"0","0","0",1.36050089730998,"1","1","F",13,"Adolescents"
"7312437","competition","ver1",5,0.333333333333333,776.466666666667,748,0.5,7.92482269503546,0.333333333333333,15,0,0,"0","0","0",-0.32141304872563,"0","0","F",13,"Adolescents"
"7312437","coordination","ver1",8,0.533333333333333,1584.26666666667,1083,0.571428571428571,8.02624113475177,0.533333333333333,15,0,0,"0","0","0",-0.32141304872563,"0","0","F",13,"Adolescents"
"7312437","lottery","ver1",6,0.4,773.933333333334,717,0.357142857142857,8.13333333333333,0.4,15,0,0,"0","0","0",-0.32141304872563,"0","0","F",13,"Adolescents"
"7312438","competition","ver1",4,0.266666666666667,1381.70179958038,1166.79899942779,0.428571428571429,8.53617021276596,0.266666666666667,15,0,0,"0","0","0",-1.83781317932654,"0","0","M",12,"Adolescents"
"7312438","coordination","ver1",5,0.333333333333333,1199.29179966939,1066.80899923705,0.357142857142857,10.1960992907801,0.333333333333333,15,0,0,"0","0","0",-1.83781317932654,"0","0","M",12,"Adolescents"
"7312438","lottery","ver1",4,0.266666666666667,1825.51633292643,1377.49799961853,0.214285714285714,9.06666666666667,0.266666666666667,15,0,0,"0","0","0",-1.83781317932654,"0","0","M",12,"Adolescents"
"7312439","competition","ver1",8,0.533333333333333,1966.86666666667,1718,0.571428571428571,8.40070921985816,0.533333333333333,15,0,0,"0","0","0",0.448502328346513,"1","1","F",13,"Adolescents"
"7312439","coordination","ver1",7,0.466666666666667,817.933333333333,770,0.642857142857143,7.86524822695035,0.466666666666667,15,0,0,"0","0","0",0.448502328346513,"1","1","F",13,"Adolescents"
"7312439","lottery","ver1",12,0.8,1288.33333333333,751,0.428571428571429,7.26666666666667,0.8,15,0,0,"0","0","0",0.448502328346513,"1","1","F",13,"Adolescents"
"7312440","competition","ver1",7,0.466666666666667,1028.853266677,904.302999988082,0.428571428571429,8.51312056737589,0.466666666666667,15,0,0,"0","0","0",-0.454159556421044,"0","0","M",13,"Adolescents"
"7312440","coordination","ver1",5,0.333333333333333,2805.6688000159,2707.51400003576,0.285714285714286,6.84255319148936,0.333333333333333,15,0,0,"0","0","0",-0.454159556421044,"0","0","M",13,"Adolescents"
"7312440","lottery","ver1",3,0.2,2671.96506667382,1661.84700002384,0.357142857142857,8.23333333333333,0.2,15,0,0,"0","0","0",-0.454159556421044,"0","0","M",13,"Adolescents"
"7312441","competition","ver1",7,0.466666666666667,2001.97266695913,1536.5610005722,0.5,8.66950354609929,0.466666666666667,15,0,0,"0","0","0",-1.43016456202478,"0","0","M",12,"Adolescents"
"7312441","coordination","ver1",6,0.4,2615.22320005086,1820.881,0.5,9.1,0.4,15,0,0,"0","0","0",-1.43016456202478,"0","0","M",12,"Adolescents"
"7312441","lottery","ver1",9,0.6,1759.84606690826,1704.68200057221,0.357142857142857,8.96666666666667,0.6,15,0,0,"0","0","0",-1.43016456202478,"0","0","M",12,"Adolescents"
"7312442","competition","ver1",6,0.4,2416.66666666667,1818,0.714285714285714,8.21666666666667,0.4,15,0,0,"0","0","0",0.18472354966736,"1","1","F",12,"Adolescents"
"7312442","coordination","ver1",5,0.333333333333333,1310,1199,0.357142857142857,7.91843971631206,0.333333333333333,15,0,0,"0","0","0",0.18472354966736,"1","1","F",12,"Adolescents"
"7312442","lottery","ver1",7,0.466666666666667,1673.93333333333,1536,0.571428571428571,7.56666666666667,0.466666666666667,15,0,0,"0","0","0",0.18472354966736,"1","1","F",12,"Adolescents"
"7312443","competition","ver1",9,0.6,552.79620026703,471.181000762939,0.357142857142857,9.00283687943262,0.6,15,0,0,"0","0","0",-0.52376277967128,"0","0","F",12,"Adolescents"
"7312443","coordination","ver1",7,0.466666666666667,2117.23960047048,1859.134,0.428571428571429,8.04645390070922,0.466666666666667,15,0,0,"0","0","0",-0.52376277967128,"0","0","F",12,"Adolescents"
"7312443","lottery","ver1",6,0.4,915.524333613076,650.978000000003,0.785714285714286,8.33333333333333,0.4,15,0,0,"0","0","0",-0.52376277967128,"0","0","F",12,"Adolescents"
"7312444","competition","ver1",5,0.333333333333333,960.898666676205,936.789000000004,0.571428571428571,8.05851063829787,0.333333333333333,15,0,0,"0","0","0",-0.118181779898364,"0","0","M",13,"Adolescents"
"7312444","coordination","ver1",8,0.533333333333333,1935.83120001589,1369.05100009537,0.571428571428571,9.06241134751773,0.533333333333333,15,0,0,"0","0","0",-0.118181779898364,"0","0","M",13,"Adolescents"
"7312444","lottery","ver1",7,0.466666666666667,601.26253333969,435.638000095365,0.571428571428571,7.9,0.466666666666667,15,0,0,"0","0","0",-0.118181779898364,"0","0","M",13,"Adolescents"
"7312445","competition","ver1",6,0.4,2891.86999990145,2038.12399985695,0.214285714285714,8.5177304964539,0.4,15,0,0,"0","0","0",-1.02088184068512,"0","0","F",12,"Adolescents"
"7312445","coordination","ver1",3,0.2,1686.09186659037,1567.02899995232,0.0714285714285714,9.91382978723404,0.2,15,0,0,"0","0","0",-1.02088184068512,"0","0","F",12,"Adolescents"
"7312445","lottery","ver1",2,0.133333333333333,2022.7940665713,1249.30199995232,0.214285714285714,8.53333333333333,0.133333333333333,15,0,0,"0","0","0",-1.02088184068512,"0","0","F",12,"Adolescents"
"7312446","competition","ver1",10,0.666666666666667,985.148866806537,743.031000190735,0.357142857142857,8.72056737588652,0.666666666666667,15,0,0,"0","0","0",-0.548456871958257,"0","0","M",12,"Adolescents"
"7312446","coordination","ver1",8,0.533333333333333,749.74426692098,600.667000190733,0.357142857142857,9.03333333333333,0.533333333333333,15,0,0,"0","0","0",-0.548456871958257,"0","0","M",12,"Adolescents"
"7312446","lottery","ver1",4,0.266666666666667,2679.00553367666,1480.8470005722,0.428571428571429,8.33333333333333,0.266666666666667,15,0,0,"0","0","0",-0.548456871958257,"0","0","M",12,"Adolescents"
"7312449","competition","ver1",5,0.333333333333333,2493.3705998951,2010.99999985695,0.571428571428571,8.24290780141844,0.333333333333333,15,0,0,"0","0","0",-1.35879612129134,"0","0","M",12,"Adolescents"
"7312449","coordination","ver1",6,0.4,1590.0579999237,1462.07399980926,0.214285714285714,10.6262411347518,0.4,15,0,0,"0","0","0",-1.35879612129134,"0","0","M",12,"Adolescents"
"7312449","lottery","ver1",10,0.666666666666667,1298.13159989828,1135.06299999999,0.5,8.86666666666667,0.666666666666667,15,0,0,"0","0","0",-1.35879612129134,"0","0","M",12,"Adolescents"
"7312450","competition","ver1",13,0.866666666666667,1342.21400010491,831.625000047687,0.285714285714286,8.95673758865248,0.866666666666667,15,0,0,"0","0","0",-1.21745477675156,"0","0","M",13,"Adolescents"
"7312450","coordination","ver1",12,0.8,1171.87380007629,1049.25400019073,0.0714285714285714,9.48085106382979,0.8,15,0,0,"0","0","0",-1.21745477675156,"0","0","M",13,"Adolescents"
"7312450","lottery","ver1",12,0.8,1981.93813342234,1170.796,0.357142857142857,8.6,0.8,15,0,0,"0","0","0",-1.21745477675156,"0","0","M",13,"Adolescents"
"7312454","competition","ver1",11,0.846153846153846,1219.51207657095,718.351999237064,0.333333333333333,8.15098199672668,0.733333333333333,13,1,0,"0","0","0",-1.31044270390421,"0","0","M",13,"Adolescents"
"7312454","coordination","ver1",9,0.6,999.619399554953,1059.49099923706,0.357142857142857,9.99893617021277,0.6,15,0,0,"0","0","0",-1.31044270390421,"0","0","M",13,"Adolescents"
"7312454","lottery","ver1",8,0.533333333333333,1271.36893304087,938.439999618524,0.5,8.93333333333333,0.533333333333333,15,0,0,"0","0","0",-1.31044270390421,"0","0","M",13,"Adolescents"
"7312607","competition","ver1",5,0.333333333333333,1393.86280006358,1135.26199995232,0.285714285714286,8.78085106382979,0.333333333333333,15,0,0,"0","0","0",0.949966528685857,"1","1","F",11,"Children"
"7312607","coordination","ver1",6,0.4,1714.55520004768,1843.77799995232,0.642857142857143,8.54326241134752,0.4,15,0,0,"0","0","0",0.949966528685857,"1","1","F",11,"Children"
"7312607","lottery","ver1",7,0.466666666666667,1459.73960002225,1053.64600000001,0.5,6.83333333333333,0.466666666666667,15,0,0,"0","0","0",0.949966528685857,"1","1","F",11,"Children"
"7312608","competition","ver1",6,0.4,1386.4,1098,0.214285714285714,8.99290780141844,0.4,15,0,0,"0","0","0",-2.04128050455416,"0","0","M",11,"Children"
"7312608","coordination","ver1",15,1,832.866666666667,816,0,7.37234042553191,1,15,0,1,"0","0","0",-2.04128050455416,"0","0","M",11,"Children"
"7312608","lottery","ver1",4,0.266666666666667,1794.33333333333,1499,0.357142857142857,9.13333333333333,0.266666666666667,15,0,0,"0","0","0",-2.04128050455416,"0","0","M",11,"Children"
"7312612","competition","ver1",9,0.6,1424.37119969482,1339.19899980926,0.5,8.88333333333333,0.6,15,0,0,"0","0","0",-0.72311920290226,"0","0","F",12,"Adolescents"
"7312612","coordination","ver1",6,0.4,1213.51033300273,944.66299942779,0.357142857142857,9.93120567375887,0.4,15,0,0,"0","0","0",-0.72311920290226,"0","0","F",12,"Adolescents"
